fir_count,common_location_count,matching_phone_count,relationship_count,repeated_location_count,repeated_phone_count,degree_centrality,betweenness,closeness,shortest_path,community_overlap,target
4,3,1,4,2,2,0.69,0.41,0.65,2,1,1
3,2,1,5,2,0,0.64,0.39,0.57,2,1,1
6,1,1,7,2,0,0.8,0.6,0.72,2,1,1
4,1,2,4,1,0,0.61,0.39,0.59,2,1,1
2,0,1,4,3,0,0.56,0.3,0.54,1,1,1
3,0,2,4,2,2,0.68,0.49,0.65,2,0,1
5,1,0,6,2,1,0.71,0.47,0.67,3,0,1
3,2,0,6,2,0,0.65,0.41,0.62,3,0,1
4,0,1,5,2,1,0.66,0.44,0.63,3,1,1
2,0,0,3,1,1,0.49,0.23,0.47,3,0,0
4,2,0,5,2,1,0.65,0.39,0.6,2,0,0
4,0,0,5,2,0,0.71,0.46,0.66,3,0,0
3,1,0,3,1,0,0.5,0.29,0.51,2,0,0
2,0,0,4,1,0,0.45,0.17,0.43,2,0,0
1,0,0,1,1,0,0.22,0.02,0.29,4,0,0
3,0,1,1,1,1,0.35,0.11,0.37,4,0,0
2,1,1,1,2,1,0.29,0.06,0.35,4,0,0
3,1,1,2,1,2,0.43,0.18,0.44,3,0,0
6,1,0,7,2,0,0.78,0.56,0.69,4,0,0
6,2,2,7,3,2,0.82,0.63,0.74,1,1,1
5,2,2,7,3,1,0.79,0.58,0.71,1,1,1
4,2,2,7,1,2,0.72,0.53,0.67,1,1,1
7,3,2,10,2,2,0.89,0.72,0.82,1,1,1
4,2,0,6,3,1,0.76,0.54,0.68,1,1,1
4,1,1,6,2,2,0.66,0.42,0.64,1,1,1
4,2,1,4,3,2,0.64,0.37,0.57,3,1,1
6,2,2,8,2,1,0.79,0.61,0.73,3,1,1
2,1,2,5,2,1,0.59,0.37,0.59,2,1,1
2,1,2,4,3,0,0.57,0.3,0.53,2,1,1
3,0,1,5,2,2,0.67,0.48,0.62,2,0,1
5,0,1,5,2,1,0.72,0.5,0.66,3,0,1
3,0,1,5,2,0,0.62,0.41,0.61,2,0,1
3,2,0,3,3,1,0.67,0.46,0.61,1,1,1
1,0,2,3,2,0,0.5,0.22,0.47,2,0,0
4,1,1,4,1,0,0.66,0.4,0.6,3,0,0
4,0,0,6,2,0,0.73,0.5,0.65,2,0,0
3,2,0,3,1,0,0.51,0.26,0.48,3,0,0
3,1,1,3,1,1,0.45,0.2,0.44,4,0,0
1,0,0,1,1,0,0.23,0.06,0.31,4,0,0
2,0,0,1,1,0,0.33,0.13,0.4,4,0,0
1,1,1,2,1,1,0.28,0.04,0.31,5,0,0
4,0,1,2,1,0,0.41,0.17,0.45,4,0,0
7,1,0,8,3,1,0.78,0.52,0.69,4,0,0
5,2,2,8,3,2,0.82,0.65,0.78,2,1,1
5,2,2,7,4,2,0.8,0.59,0.74,1,1,1
4,0,1,7,3,1,0.76,0.5,0.68,1,1,1
8,3,1,9,3,2,0.87,0.69,0.82,1,1,1
5,3,1,5,3,2,0.78,0.55,0.71,1,1,1
4,2,2,6,2,2,0.66,0.43,0.66,2,1,1
3,0,1,5,2,0,0.61,0.4,0.6,1,1,1
7,2,1,9,3,0,0.82,0.62,0.74,2,1,1
3,2,1,3,3,1,0.6,0.39,0.58,2,1,1
1,1,1,3,2,0,0.55,0.33,0.52,1,1,1
5,1,2,5,3,2,0.69,0.45,0.65,2,0,1
6,1,1,4,2,1,0.7,0.48,0.64,1,0,1
4,1,0,5,1,0,0.64,0.4,0.61,3,0,1
5,1,2,4,1,0,0.67,0.43,0.64,1,1,1
2,0,1,4,1,0,0.49,0.21,0.47,4,0,0
4,1,0,4,1,1,0.65,0.42,0.61,3,0,0
5,0,0,6,2,1,0.71,0.49,0.66,3,0,0
4,1,0,3,1,0,0.5,0.28,0.48,3,0,0
3,2,1,2,1,0,0.43,0.19,0.43,3,0,0
1,0,0,1,1,0,0.23,0.02,0.28,4,0,0
3,0,0,2,1,0,0.36,0.11,0.39,3,0,0
1,1,1,2,1,2,0.28,0.06,0.34,5,0,0
3,0,0,2,1,1,0.4,0.14,0.47,3,0,0
6,0,1,8,1,0,0.79,0.53,0.68,4,0,0
5,3,2,8,4,2,0.83,0.62,0.74,1,1,1
5,1,2,6,4,2,0.77,0.6,0.73,2,1,1
4,1,2,5,2,2,0.75,0.51,0.69,2,1,1
6,2,2,8,2,2,0.88,0.68,0.8,1,1,1
4,2,1,6,3,1,0.75,0.55,0.71,1,1,1
4,2,1,5,1,0,0.7,0.43,0.62,3,1,1
3,1,1,5,2,1,0.61,0.38,0.61,3,1,1
6,0,1,7,3,0,0.79,0.58,0.74,2,1,1
4,3,1,4,2,1,0.62,0.39,0.58,2,1,1
3,1,0,5,1,2,0.54,0.32,0.53,2,1,1
4,0,2,5,2,2,0.67,0.49,0.63,2,0,1
5,2,0,4,3,0,0.71,0.49,0.64,2,0,1
4,1,0,7,1,0,0.64,0.4,0.59,2,0,1
4,2,1,4,2,2,0.65,0.43,0.64,3,1,1
2,1,1,3,1,0,0.49,0.23,0.49,2,0,0
5,2,0,4,3,0,0.63,0.41,0.6,4,0,0
5,0,1,5,1,0,0.73,0.5,0.68,2,0,0
3,1,1,3,2,1,0.5,0.28,0.49,4,0,0
2,2,0,2,1,1,0.45,0.2,0.43,4,0,0
1,0,0,1,1,0,0.21,0.05,0.28,4,0,0
2,1,1,3,1,0,0.34,0.09,0.38,4,0,0
1,0,1,1,1,0,0.25,0.04,0.34,4,0,0
3,0,0,2,2,2,0.44,0.17,0.47,4,0,0
6,1,1,9,3,0,0.77,0.54,0.68,4,0,0
6,2,2,8,2,1,0.84,0.64,0.74,1,1,1
4,2,2,8,2,1,0.78,0.59,0.73,1,1,1
5,1,1,6,1,2,0.74,0.53,0.68,1,1,1
7,3,2,9,3,1,0.89,0.7,0.79,2,1,1
5,1,2,6,2,1,0.78,0.56,0.69,1,1,1
4,1,1,5,2,1,0.67,0.42,0.65,3,1,1
3,1,2,5,2,1,0.64,0.38,0.57,3,1,1
5,1,0,8,2,2,0.82,0.6,0.73,2,1,1
3,2,1,3,2,0,0.59,0.38,0.58,2,1,1
3,1,2,5,3,1,0.53,0.33,0.5,2,1,1
4,0,1,4,2,2,0.7,0.48,0.63,2,0,1
5,0,1,6,3,1,0.73,0.49,0.64,2,0,1
3,1,0,5,1,0,0.64,0.42,0.61,2,0,1
4,1,1,4,1,0,0.67,0.42,0.62,2,1,1
3,0,0,2,1,2,0.49,0.24,0.47,3,0,0
3,1,0,5,3,0,0.65,0.43,0.59,3,0,0
5,0,0,5,2,0,0.7,0.47,0.64,3,0,0
3,2,0,4,1,1,0.5,0.27,0.48,3,0,0
2,0,1,3,1,0,0.41,0.18,0.44,3,0,0
1,1,0,1,1,1,0.21,0.05,0.31,5,0,0
1,1,1,3,2,0,0.34,0.09,0.41,4,0,0
1,0,1,1,2,0,0.28,0.08,0.31,5,0,0
3,0,2,2,1,1,0.42,0.18,0.46,3,0,0
6,0,0,9,1,1,0.79,0.52,0.68,5,0,0
6,3,2,7,3,2,0.84,0.65,0.76,1,1,1
4,2,1,7,2,2,0.77,0.6,0.73,1,1,1
5,1,2,5,1,2,0.74,0.49,0.7,2,1,1
6,3,2,8,3,1,0.9,0.72,0.78,2,1,1
5,1,0,5,4,1,0.74,0.54,0.69,1,1,1
4,1,1,5,2,0,0.68,0.42,0.62,2,1,1
3,1,1,5,3,1,0.65,0.37,0.57,3,1,1
6,1,0,9,1,0,0.79,0.62,0.75,3,1,1
3,3,2,4,2,1,0.62,0.38,0.58,2,1,1
3,0,1,5,1,1,0.54,0.29,0.51,1,1,1
5,0,2,5,3,2,0.68,0.45,0.65,2,0,1
5,1,1,4,1,1,0.71,0.49,0.65,2,0,1
2,0,0,6,2,0,0.64,0.4,0.62,2,0,1
5,1,2,4,2,1,0.67,0.43,0.6,2,1,1
2,1,1,2,2,2,0.46,0.22,0.46,4,0,0
4,1,1,5,2,1,0.65,0.42,0.62,3,0,0
5,0,0,5,2,0,0.69,0.48,0.66,3,0,0
3,1,0,3,1,0,0.52,0.27,0.52,3,0,0
3,2,1,3,1,1,0.44,0.17,0.44,4,0,0
1,0,0,2,1,0,0.24,0.05,0.29,4,0,0
3,1,1,1,2,1,0.33,0.11,0.37,4,0,0
1,0,1,1,1,0,0.25,0.07,0.31,4,0,0
4,0,2,3,1,2,0.4,0.18,0.46,2,0,0
5,1,0,7,2,1,0.79,0.55,0.71,5,0,0
6,1,2,7,3,1,0.82,0.62,0.77,1,1,1
5,2,1,7,3,2,0.78,0.56,0.72,2,1,1
4,1,2,6,2,2,0.73,0.49,0.67,1,1,1
8,2,2,9,4,2,0.89,0.72,0.82,1,1,1
5,3,0,5,4,1,0.75,0.57,0.68,1,1,1
3,2,2,5,2,0,0.67,0.45,0.64,2,1,1
3,1,2,6,1,1,0.61,0.37,0.61,3,1,1
6,2,1,8,3,2,0.81,0.6,0.76,2,1,1
3,2,1,5,2,1,0.62,0.36,0.57,2,1,1
2,1,1,4,2,1,0.53,0.29,0.54,3,1,1
4,1,2,5,2,2,0.69,0.45,0.63,2,0,1
5,1,2,5,2,0,0.74,0.49,0.66,2,0,1
3,1,0,5,2,0,0.64,0.41,0.62,3,0,1
4,2,1,3,3,0,0.64,0.44,0.61,2,1,1
3,0,2,3,1,1,0.46,0.23,0.47,3,0,0
4,1,0,4,3,0,0.66,0.4,0.6,4,0,0
6,0,0,7,2,1,0.7,0.47,0.65,3,0,0
3,2,0,3,2,1,0.54,0.26,0.52,3,0,0
2,1,0,3,1,0,0.43,0.2,0.47,2,0,0
2,1,0,1,2,0,0.22,0.04,0.3,4,0,0
2,0,1,2,2,0,0.36,0.1,0.39,4,0,0
2,1,1,1,1,1,0.26,0.08,0.35,4,0,0
2,0,2,2,2,1,0.4,0.17,0.45,2,0,0
7,0,1,9,2,1,0.8,0.56,0.69,5,0,0
5,2,2,7,3,2,0.84,0.64,0.75,1,1,1
5,2,2,7,2,2,0.78,0.59,0.7,1,1,1
4,0,2,6,2,2,0.73,0.52,0.67,2,1,1
8,3,2,8,3,2,0.87,0.7,0.79,1,1,1
4,2,1,6,3,0,0.76,0.57,0.68,1,1,1
3,3,1,5,2,1,0.7,0.45,0.64,2,1,1
3,1,0,4,2,1,0.65,0.37,0.58,2,1,1
6,1,0,9,1,0,0.79,0.6,0.74,2,1,1
2,1,0,5,1,1,0.59,0.37,0.56,1,1,1
1,1,1,4,2,0,0.53,0.33,0.54,3,1,1
4,0,2,5,1,1,0.71,0.48,0.64,2,0,1
5,1,0,4,2,2,0.71,0.49,0.66,1,0,1
3,1,1,7,2,0,0.64,0.43,0.59,2,0,1
3,1,2,4,2,0,0.64,0.44,0.61,2,1,1
3,0,2,3,2,1,0.5,0.22,0.49,3,0,0
4,1,0,6,1,1,0.64,0.42,0.58,3,0,0
5,1,0,6,1,0,0.73,0.47,0.66,3,0,0
2,1,1,4,1,0,0.53,0.29,0.52,3,0,0
2,2,1,3,1,1,0.41,0.17,0.45,3,0,0
1,0,0,1,2,0,0.24,0.03,0.3,4,0,0
2,0,0,3,2,0,0.33,0.11,0.39,5,0,0
1,0,0,2,1,2,0.27,0.08,0.33,3,0,0
2,0,1,2,2,2,0.4,0.17,0.45,2,0,0
7,1,1,9,2,0,0.77,0.54,0.72,5,0,0
6,2,2,7,2,1,0.82,0.62,0.78,2,1,1
4,2,2,6,4,2,0.81,0.58,0.7,1,1,1
4,1,2,5,1,2,0.72,0.49,0.68,1,1,1
7,3,2,9,2,2,0.88,0.72,0.79,1,1,1
5,1,2,5,3,1,0.76,0.57,0.71,1,1,1
5,2,1,6,2,2,0.69,0.45,0.62,3,1,1
3,1,1,4,2,2,0.65,0.4,0.61,3,1,1
5,1,1,7,3,2,0.8,0.61,0.75,2,1,1
4,2,2,4,2,2,0.61,0.39,0.58,3,1,1
2,0,1,5,2,2,0.54,0.32,0.54,2,1,1
5,0,2,5,3,2,0.68,0.48,0.65,2,0,1
5,1,0,5,3,1,0.74,0.5,0.65,3,0,1
3,2,0,5,2,0,0.62,0.43,0.59,2,0,1
5,2,2,3,2,1,0.65,0.42,0.63,2,1,1
3,0,0,4,1,0,0.5,0.2,0.48,2,0,0
4,1,0,6,2,0,0.62,0.42,0.62,4,0,0
6,0,1,5,2,0,0.72,0.47,0.68,3,0,0
3,2,0,3,1,0,0.51,0.26,0.5,4,0,0
1,2,0,2,1,1,0.43,0.17,0.44,3,0,0
1,1,0,1,1,0,0.24,0.05,0.31,4,0,0
2,1,0,2,1,0,0.36,0.1,0.41,4,0,0
1,0,0,1,1,1,0.29,0.04,0.33,4,0,0
3,0,1,1,2,2,0.43,0.18,0.44,3,0,0
5,0,0,7,2,1,0.79,0.56,0.71,4,0,0
5,1,2,9,3,1,0.84,0.64,0.75,1,1,1
4,2,2,7,4,2,0.79,0.6,0.7,1,1,1
5,1,2,6,1,2,0.73,0.5,0.67,2,1,1
7,2,1,9,2,2,0.86,0.71,0.78,1,1,1
6,3,1,6,2,1,0.74,0.55,0.68,2,1,1
4,3,2,4,2,1,0.66,0.45,0.65,2,1,1
3,2,1,6,2,1,0.65,0.38,0.6,2,1,1
6,2,1,7,2,1,0.8,0.6,0.73,3,1,1
3,1,0,5,2,1,0.63,0.37,0.57,2,1,1
2,1,0,3,1,0,0.54,0.3,0.54,3,1,1
5,0,1,5,3,2,0.71,0.48,0.62,3,0,1
4,1,1,5,3,1,0.74,0.47,0.65,3,0,1
3,1,0,5,2,0,0.66,0.42,0.62,2,0,1
4,2,1,4,2,1,0.66,0.42,0.63,2,1,1
2,1,0,3,1,0,0.47,0.2,0.46,3,0,0
4,0,1,4,3,0,0.66,0.41,0.6,2,0,0
5,0,0,5,2,0,0.69,0.46,0.66,3,0,0
4,1,0,3,2,0,0.51,0.27,0.48,3,0,0
1,1,0,4,1,0,0.45,0.16,0.43,3,0,0
1,0,0,1,1,1,0.21,0.05,0.3,5,0,0
2,0,0,2,1,0,0.35,0.11,0.4,3,0,0
1,0,1,1,2,0,0.25,0.05,0.32,4,0,0
3,0,0,2,2,2,0.43,0.18,0.47,4,0,0
6,0,0,8,2,1,0.78,0.53,0.69,5,0,0
6,1,2,8,3,2,0.85,0.61,0.76,1,1,1
5,2,2,6,3,2,0.79,0.6,0.72,1,1,1
4,1,2,7,2,1,0.74,0.53,0.68,2,1,1
7,3,1,10,3,2,0.87,0.68,0.8,1,1,1
5,2,1,7,2,0,0.76,0.56,0.69,1,1,1
4,2,1,5,2,1,0.66,0.45,0.63,1,1,1
3,0,0,6,1,0,0.61,0.39,0.6,3,1,1
6,1,1,9,2,0,0.79,0.58,0.72,1,1,1
3,1,1,5,2,1,0.61,0.39,0.59,2,1,1
1,1,2,4,3,2,0.53,0.29,0.5,2,1,1
4,1,1,6,2,2,0.68,0.49,0.63,2,0,1
4,0,2,6,3,1,0.7,0.48,0.66,3,0,1
3,1,0,5,3,0,0.64,0.41,0.61,2,0,1
3,2,1,5,3,0,0.64,0.45,0.62,2,1,1
2,0,1,4,1,1,0.49,0.21,0.47,3,0,0
4,1,0,5,1,1,0.62,0.39,0.61,2,0,0
5,1,0,6,2,0,0.73,0.47,0.65,3,0,0
3,0,0,3,2,0,0.53,0.25,0.49,3,0,0
2,1,0,3,1,0,0.44,0.2,0.45,3,0,0
1,0,0,1,1,0,0.23,0.06,0.31,4,0,0
2,1,1,1,1,0,0.33,0.09,0.41,4,0,0
1,0,1,2,1,1,0.27,0.04,0.32,4,0,0
3,0,1,3,1,1,0.44,0.16,0.45,3,0,0
7,0,0,9,2,0,0.79,0.54,0.68,4,0,0
6,3,2,9,2,2,0.85,0.64,0.77,2,1,1
4,2,2,8,3,2,0.81,0.56,0.71,2,1,1
5,1,2,7,2,2,0.75,0.53,0.69,1,1,1
7,3,1,8,3,2,0.89,0.71,0.78,2,1,1
5,2,0,6,3,1,0.74,0.57,0.7,1,1,1
4,2,2,4,1,1,0.67,0.43,0.62,1,1,1
3,1,0,6,2,1,0.65,0.41,0.59,3,1,1
7,1,1,8,2,1,0.82,0.6,0.73,2,1,1
4,2,1,5,1,1,0.62,0.4,0.56,1,1,1
2,1,2,4,3,0,0.54,0.31,0.52,3,1,1
4,0,2,6,3,2,0.7,0.47,0.62,3,0,1
5,2,2,5,1,1,0.72,0.47,0.64,3,0,1
3,0,1,5,1,0,0.64,0.4,0.58,2,0,1
4,1,1,4,3,0,0.67,0.42,0.62,1,1,1
2,0,1,3,2,0,0.46,0.21,0.49,3,0,0
4,1,1,5,3,1,0.66,0.43,0.58,3,0,0
6,1,1,7,2,0,0.69,0.49,0.67,3,0,0
3,2,0,2,2,0,0.53,0.29,0.51,4,0,0
2,0,0,3,1,0,0.44,0.18,0.43,4,0,0
1,0,0,1,1,1,0.2,0.04,0.28,5,0,0
1,1,0,2,2,0,0.34,0.13,0.38,4,0,0
1,0,0,1,1,1,0.25,0.07,0.31,4,0,0
3,0,1,2,1,0,0.41,0.14,0.43,3,0,0
6,1,0,7,2,0,0.79,0.54,0.7,5,0,0
6,1,2,7,3,2,0.84,0.61,0.74,1,1,1
4,2,1,7,3,2,0.79,0.58,0.74,2,1,1
4,1,2,6,2,2,0.76,0.51,0.66,1,1,1
8,3,2,8,2,2,0.87,0.69,0.81,1,1,1
5,2,0,6,2,1,0.74,0.56,0.72,2,1,1
4,3,1,5,2,1,0.7,0.44,0.63,2,1,1
3,1,2,5,1,1,0.64,0.37,0.59,1,1,1
6,2,2,9,1,0,0.81,0.62,0.76,2,1,1
2,2,2,4,3,1,0.63,0.4,0.6,1,1,1
2,1,1,5,1,1,0.56,0.32,0.53,2,1,1
4,0,2,5,2,2,0.71,0.45,0.64,3,0,1
5,0,1,6,1,1,0.72,0.49,0.66,3,0,1
4,1,0,6,1,0,0.63,0.42,0.59,3,0,1
4,1,0,4,3,0,0.68,0.45,0.64,1,1,1
2,1,2,3,1,2,0.48,0.22,0.45,3,0,0
3,1,1,6,2,0,0.63,0.4,0.62,2,0,0
5,1,0,6,2,0,0.7,0.46,0.67,2,0,0
3,2,0,3,1,0,0.5,0.26,0.49,2,0,0
2,1,0,4,1,1,0.43,0.16,0.43,2,0,0
1,0,0,1,1,1,0.2,0.05,0.29,3,0,0
1,0,0,3,2,0,0.35,0.11,0.41,5,0,0
1,1,2,2,2,0,0.26,0.08,0.34,4,0,0
4,0,1,1,1,0,0.42,0.14,0.46,3,0,0
7,0,0,8,3,1,0.79,0.54,0.69,3,0,0
5,2,2,9,3,2,0.84,0.63,0.74,1,1,1
5,2,2,7,2,2,0.77,0.58,0.74,1,1,1
4,1,2,6,2,1,0.73,0.52,0.69,1,1,1
8,3,2,9,4,2,0.86,0.7,0.81,1,1,1
5,2,0,6,3,2,0.77,0.54,0.71,1,1,1
4,2,2,5,1,1,0.66,0.42,0.64,2,1,1
3,2,1,5,1,0,0.61,0.38,0.58,2,1,1
6,1,1,8,2,0,0.79,0.59,0.72,2,1,1
3,1,1,4,2,2,0.6,0.4,0.59,3,1,1
3,2,0,3,2,1,0.56,0.29,0.51,2,1,1
4,1,2,4,2,2,0.7,0.46,0.62,2,0,1
5,2,1,4,3,0,0.7,0.48,0.68,3,0,1
3,2,1,6,2,0,0.64,0.42,0.62,2,0,1
4,2,0,4,2,1,0.66,0.43,0.61,2,1,1
2,0,1,3,1,1,0.49,0.21,0.47,3,0,0
5,0,1,5,3,1,0.64,0.41,0.62,3,0,0
5,1,0,6,3,0,0.7,0.46,0.68,3,0,0
4,0,0,3,1,0,0.5,0.25,0.49,3,0,0
2,1,0,3,1,0,0.45,0.19,0.46,3,0,0
1,0,0,1,2,1,0.24,0.05,0.27,5,0,0
2,1,0,2,1,1,0.33,0.11,0.39,4,0,0
1,0,0,1,1,2,0.28,0.07,0.32,4,0,0
4,0,1,2,1,1,0.44,0.14,0.47,3,0,0
6,0,1,9,3,0,0.77,0.52,0.71,4,0,0
6,2,2,9,3,2,0.82,0.62,0.76,1,1,1
6,3,2,6,3,1,0.8,0.56,0.74,2,1,1
4,0,2,6,1,2,0.73,0.5,0.69,1,1,1
7,2,2,8,3,2,0.9,0.7,0.78,1,1,1
5,3,2,5,4,1,0.74,0.54,0.7,1,1,1
4,2,1,6,2,1,0.66,0.41,0.62,2,1,1
4,1,1,6,3,2,0.63,0.4,0.58,2,1,1
6,1,2,8,3,1,0.79,0.61,0.74,2,1,1
3,1,2,3,2,1,0.6,0.39,0.57,1,1,1
2,2,2,3,2,0,0.56,0.31,0.53,2,1,1
4,0,2,5,1,2,0.67,0.48,0.65,2,0,1
5,1,2,5,3,0,0.7,0.47,0.68,2,0,1
3,2,1,5,1,0,0.65,0.42,0.6,2,0,1
4,1,0,3,2,1,0.64,0.45,0.6,1,1,1
2,0,2,3,1,1,0.49,0.24,0.47,3,0,0
3,0,1,5,3,0,0.64,0.39,0.59,3,0,0
5,0,0,6,1,0,0.71,0.5,0.65,3,0,0
2,1,0,3,1,0,0.52,0.25,0.49,4,0,0
2,1,1,4,1,0,0.42,0.17,0.43,3,0,0
1,0,1,1,2,0,0.2,0.06,0.3,4,0,0
1,0,0,3,1,1,0.36,0.09,0.39,5,0,0
1,0,0,1,2,1,0.26,0.07,0.35,4,0,0
3,0,1,1,2,2,0.42,0.17,0.45,2,0,0
6,0,0,8,2,1,0.79,0.55,0.68,4,0,0
6,2,2,8,4,2,0.85,0.62,0.77,1,1,1
5,2,2,7,2,2,0.8,0.57,0.7,1,1,1
4,1,2,5,2,2,0.75,0.5,0.67,1,1,1
6,2,2,8,3,1,0.89,0.68,0.79,1,1,1
5,2,1,5,4,2,0.75,0.56,0.69,1,1,1
5,2,1,5,3,1,0.67,0.44,0.62,2,1,1
3,2,1,6,3,2,0.63,0.4,0.6,2,1,1
5,2,2,7,2,1,0.81,0.58,0.73,2,1,1
3,2,2,5,1,1,0.59,0.38,0.56,2,1,1
1,0,1,5,3,2,0.57,0.33,0.51,2,1,1
4,0,2,4,1,2,0.71,0.45,0.65,2,0,1
5,2,1,4,3,2,0.73,0.48,0.64,2,0,1
2,1,0,7,2,0,0.63,0.42,0.61,2,0,1
3,0,0,5,3,0,0.66,0.42,0.62,2,1,1
2,0,2,3,2,0,0.46,0.22,0.48,3,0,0
4,1,1,5,1,0,0.66,0.39,0.58,3,0,0
6,1,0,7,2,0,0.7,0.49,0.64,3,0,0
4,0,1,3,1,0,0.5,0.25,0.51,3,0,0
2,2,0,3,1,0,0.41,0.16,0.43,2,0,0
2,0,1,2,1,0,0.2,0.05,0.27,5,0,0
1,0,0,1,2,0,0.36,0.11,0.38,4,0,0
1,0,1,1,1,1,0.28,0.05,0.31,4,0,0
3,0,0,3,2,1,0.4,0.14,0.45,3,0,0
6,1,1,9,2,0,0.8,0.56,0.72,3,0,0
6,1,2,9,3,2,0.84,0.64,0.74,1,1,1
5,1,2,7,3,2,0.81,0.6,0.73,2,1,1
3,1,2,5,2,2,0.72,0.51,0.66,2,1,1
7,3,2,9,2,1,0.88,0.71,0.78,1,1,1
5,2,1,6,4,0,0.77,0.57,0.71,1,1,1
3,2,1,4,2,2,0.7,0.44,0.65,3,1,1
3,1,1,5,1,1,0.61,0.37,0.6,2,1,1
5,1,1,8,3,0,0.8,0.6,0.72,2,1,1
3,2,1,4,2,0,0.6,0.38,0.58,2,1,1
2,1,2,5,2,1,0.53,0.32,0.54,1,1,1
5,0,2,4,2,2,0.7,0.46,0.63,2,0,1
4,1,1,5,2,0,0.74,0.5,0.68,2,0,1
3,1,0,7,2,1,0.65,0.44,0.61,2,0,1
3,1,1,4,3,0,0.64,0.45,0.62,1,1,1
2,1,1,3,2,2,0.47,0.2,0.46,3,0,0
3,1,0,5,3,1,0.65,0.39,0.58,3,0,0
5,0,0,5,2,1,0.73,0.49,0.66,2,0,0
2,1,1,4,1,0,0.53,0.26,0.51,2,0,0
2,2,0,4,1,0,0.41,0.16,0.45,4,0,0
1,0,1,1,1,0,0.21,0.06,0.3,4,0,0
3,0,0,2,1,0,0.34,0.12,0.38,5,0,0
2,1,0,1,1,0,0.25,0.06,0.31,5,0,0
3,0,0,1,1,1,0.43,0.14,0.44,2,0,0
5,0,0,8,2,1,0.8,0.55,0.69,3,0,0
7,2,2,8,4,2,0.84,0.65,0.75,2,1,1
6,2,1,6,3,1,0.77,0.57,0.74,1,1,1
5,1,2,6,2,2,0.72,0.5,0.67,1,1,1
7,3,1,9,4,2,0.88,0.68,0.81,1,1,1
5,2,2,6,3,2,0.75,0.57,0.69,1,1,1
3,1,2,4,2,0,0.67,0.42,0.63,2,1,1
3,0,0,6,2,2,0.65,0.4,0.57,3,1,1
6,2,0,8,2,1,0.82,0.62,0.72,2,1,1
3,2,2,5,2,1,0.59,0.38,0.56,2,1,1
2,2,1,3,2,1,0.56,0.31,0.52,2,1,1
4,1,2,5,3,2,0.68,0.49,0.66,2,0,1
5,0,0,4,2,0,0.7,0.47,0.67,3,0,1
3,0,1,6,3,1,0.64,0.44,0.62,1,0,1
4,0,1,3,3,1,0.65,0.45,0.64,3,1,1
3,0,2,3,1,1,0.46,0.24,0.47,2,0,0
4,2,1,5,2,0,0.63,0.42,0.62,2,0,0
5,0,1,6,2,0,0.69,0.49,0.65,3,0,0
4,0,1,4,1,0,0.5,0.27,0.49,2,0,0
1,1,0,4,1,0,0.41,0.18,0.43,4,0,0
1,1,0,2,1,0,0.23,0.03,0.29,4,0,0
2,0,1,2,1,0,0.36,0.12,0.39,4,0,0
1,1,0,1,1,0,0.25,0.04,0.32,4,0,0
2,0,1,3,1,0,0.42,0.16,0.46,3,0,0
6,1,1,8,1,0,0.79,0.52,0.69,3,0,0
6,1,2,9,2,2,0.84,0.62,0.74,1,1,1
5,2,2,7,3,1,0.81,0.6,0.71,1,1,1
4,2,1,6,2,2,0.73,0.49,0.66,1,1,1
7,3,1,9,2,1,0.87,0.7,0.81,1,1,1
5,2,2,7,2,2,0.77,0.54,0.69,1,1,1
4,3,1,5,1,1,0.66,0.41,0.65,2,1,1
3,2,1,4,3,1,0.62,0.39,0.58,1,1,1
5,0,1,8,2,1,0.82,0.6,0.75,2,1,1
3,2,2,3,1,1,0.62,0.39,0.56,2,1,1
2,2,0,3,2,1,0.56,0.33,0.51,2,1,1
3,0,2,6,2,2,0.71,0.47,0.65,2,0,1
4,2,2,4,2,1,0.73,0.47,0.64,3,0,1
2,1,1,7,1,0,0.64,0.42,0.6,2,0,1
4,1,1,4,1,1,0.66,0.44,0.6,3,1,1
2,0,1,3,1,1,0.48,0.2,0.45,3,0,0
4,0,0,5,2,0,0.66,0.39,0.62,3,0,0
6,0,0,6,2,0,0.69,0.49,0.66,3,0,0
3,1,0,2,1,0,0.51,0.29,0.48,2,0,0
3,0,1,3,1,1,0.42,0.17,0.45,3,0,0
1,1,0,2,1,0,0.24,0.02,0.27,4,0,0
2,0,1,2,1,0,0.33,0.13,0.41,5,0,0
1,0,1,1,2,1,0.27,0.07,0.33,5,0,0
3,0,0,3,2,0,0.4,0.14,0.47,2,0,0
6,0,0,8,2,0,0.79,0.52,0.71,5,0,0
6,1,2,8,4,2,0.86,0.62,0.76,1,1,1
4,2,1,6,2,1,0.79,0.56,0.74,1,1,1
4,0,2,5,2,2,0.73,0.5,0.67,1,1,1
6,3,2,8,3,1,0.9,0.69,0.78,1,1,1
4,2,0,5,3,1,0.76,0.54,0.68,1,1,1
4,2,1,5,1,1,0.7,0.44,0.66,1,1,1
2,1,1,5,2,2,0.63,0.4,0.61,1,1,1
5,2,1,8,1,1,0.83,0.58,0.73,2,1,1
3,3,2,5,2,1,0.63,0.39,0.57,2,1,1
3,2,2,4,3,0,0.55,0.31,0.52,2,1,1
3,0,2,4,2,1,0.68,0.47,0.62,1,0,1
4,1,1,5,2,2,0.7,0.51,0.68,2,0,1
3,1,0,5,2,0,0.66,0.43,0.59,1,0,1
